"","address","frequency","lon","lat","result"
"839","Delaware, USA",13,-75.5276699,38.9108325,"4362 Gun and Rod Club Rd, Houston, DE 19954, USA"
"840","delete",1,-112.0478834,33.5244985,"6020 N 16th St, Phoenix, AZ 85016, USA"
"841","Delphos, OH",2,-84.341618,40.843383,"205 W 2nd St, Delphos, OH 45833, USA"
"842","Delray Beach, FL",2,-80.0728201,26.4614625,"4 E Atlantic Ave, Delray Beach, FL 33444, USA"
"843","Denmark",4,9.501785,56.26392,"Tingskrivervej 7, 8620 Kjellerup, Denmark"
"844","Denton",2,-97.1330683,33.2148412,"110 W Hickory St, Denton, TX 76201, USA"
"845","denton, texas",1,-97.1330683,33.2148412,"110 W Hickory St, Denton, TX 76201, USA"
"846","Denton, Texas",10,-97.1330683,33.2148412,"110 W Hickory St, Denton, TX 76201, USA"
"847","Denton, TX",10,-97.1330683,33.2148412,"110 W Hickory St, Denton, TX 76201, USA"
"848","denver",1,-104.990251,39.7392358,"1437 Bannock St, Denver, CO 80202, USA"
"849","Denver",1,-104.990251,39.7392358,"1437 Bannock St, Denver, CO 80202, USA"
"850","Denver Colorado",1,-104.990251,39.7392358,"1437 Bannock St, Denver, CO 80202, USA"
"851","denver, co",2,-104.990251,39.7392358,"1437 Bannock St, Denver, CO 80202, USA"
"852","Denver, CO",31,-104.990251,39.7392358,"1437 Bannock St, Denver, CO 80202, USA"
"853","Denver, CO ",2,-104.990251,39.7392358,"1437 Bannock St, Denver, CO 80202, USA"
"854","Denver, Colorado",5,-104.990251,39.7392358,"1437 Bannock St, Denver, CO 80202, USA"
"855","Denville NJ",1,-74.4773775,40.8923212,"26 Broadway, Denville, NJ 07834, USA"
"856","DeQuincy, LA",1,-93.4332189,30.4504779,"103 Main St, Dequincy, LA 70633, USA"
"857","Des Moines, IA",5,-93.6249593,41.5868353,"6th Ave / Locust St, DSM, Des Moines, IA 50309, USA"
"858","Des Moines, Iowa",5,-93.6249593,41.5868353,"6th Ave / Locust St, DSM, Des Moines, IA 50309, USA"
"859","Des Moines, Iowa, USA",1,-93.6249593,41.5868353,"6th Ave / Locust St, DSM, Des Moines, IA 50309, USA"
"860","Des Plaines, IL",1,-87.8833991,42.0333623,"1637 Henry Ave, Des Plaines, IL 60016, USA"
"861","Desoto, TX",1,-96.8570738,32.5896998,"108 W Belt Line Rd, DeSoto, TX 75115, USA"
"862","Destrehan, LA",1,-90.3517469,29.9429828,"205 Lorraine St, Destrehan, LA 70047, USA"
"863","Detroit",2,-83.0457538,42.331427,"First National Building, 660 Woodward Ave, Detroit, MI 48226, USA"
"864","Detroit Rock City",1,-83.060787,42.3521412,"4216 Woodward Ave, Detroit, MI 48201, USA"
"865","detroit, MI",1,-83.0457538,42.331427,"First National Building, 660 Woodward Ave, Detroit, MI 48226, USA"
"866","Detroit, Mi",1,-83.0457538,42.331427,"First National Building, 660 Woodward Ave, Detroit, MI 48226, USA"
"867","Detroit, MI",16,-83.0457538,42.331427,"First National Building, 660 Woodward Ave, Detroit, MI 48226, USA"
"868","Detroit, Michigan",1,-83.0457538,42.331427,"First National Building, 660 Woodward Ave, Detroit, MI 48226, USA"
"869","Detroit,Michigan USA",1,-83.0457538,42.331427,"First National Building, 660 Woodward Ave, Detroit, MI 48226, USA"
"870","DFW",3,-97.0403352,32.8998091,"DFW International Airport (DFW), 2400 Aviation Dr, DFW Airport, TX 75261, USA"
"871","DFW, TX",1,-96.9209135,32.7078751,"5701 W Kiest Blvd, Dallas, TX 75236, USA"
"872","DFW,TX ",1,-96.9209135,32.7078751,"5701 W Kiest Blvd, Dallas, TX 75236, USA"
"873","Dirty Coast 337",1,-90.1177559,29.9214682,"5631 Magazine St, New Orleans, LA 70115, USA"
"874","Dirty Old Town",1,-117.1979433,32.754929,"Robinson-Rose Visitor Center, 4002 Wallace St, San Diego, CA 92110, USA"
"875","Disneyland, CA",1,-117.9189742,33.8120918,"1313 Disneyland Dr, Anaheim, CA 92802, USA"
"876","DMV to ATL",1,-84.3999227,33.7452466,"400 Whitehall St SW, Atlanta, GA 30303, USA"
"877","Dniroworld Ca",2,-119.4179324,36.778261,"2630 Croydon Drive, Sanger, CA 93657, USA"
"878","doing hair and makeup",2,-95.9201274,36.033357,"8917 S Yale Ave, Tulsa, OK 74137, USA"
"879","Dominican Republic",3,-70.162651,18.735693,"San Cristóbal Province, Dominican Republic"
"880","Doon",1,-96.2328025,43.2794231,"227 Main St, Doon, IA 51235, USA"
"881","Dorchester ,NJ",1,-74.9768412,39.2728924,"268 Carlisle Place Rd, Dorchester, NJ 08316, USA"
"882","Douglas, MA",1,-71.739379,42.0543449,"1 Common St, Douglas, MA 01516, USA"
"883","Dover, FL",1,-82.2195344,27.9941885,"14208 FL-574, Dover, FL 33527, USA"
"884","dow",1,-95.7129768,37.2054525,"576 Lincoln Ave, Independence, KS 67301, USA"
"885","Downers Grove",1,-88.0111746,41.8089191,"1022 Ogden Ave, Downers Grove, IL 60515, USA"
"886","Downers Grove, IL",1,-88.0111746,41.8089191,"1022 Ogden Ave, Downers Grove, IL 60515, USA"
"887","Downtown LA",1,-118.2467693,34.040713,"7th / San Pedro, Los Angeles, CA 90014, USA"
"888","Doylestown, PA",1,-75.1298939,40.3101063,"20 E State St, Doylestown, PA 18901, USA"
"889","Draper, UT",1,-111.8638226,40.5246711,"611 E. Wyngate Pointe Lane 11630 S., Draper, UT 84020, United States"
"890","Dreamland",2,-86.8026123,33.4939473,"1427 14th Ave S, Birmingham, AL 35205, USA"
"891","Drexel Hill, PA",1,-75.2921301,39.9470567,"3019 Garrett Rd, Drexel Hill, PA 19026, USA"
"892","Dripping Springs, Texas",1,-98.0866781,30.1902067,"27490 Ranch Rd 12, Dripping Springs, TX 78620, USA"
"893","Drumright Oklahoma ",1,-96.6011294,35.9884013,"114 E Broadway St, Drumright, OK 74030, USA"
"894","Dublin, CA, east bay",1,-121.9357918,37.7021521,"7007 San Ramon Rd, Dublin, CA 94568, USA"
"895","Dublin, OH",1,-83.1140771,40.0992294,"11 W Bridge St, Dublin, OH 43017, USA"
"896","Dubuque, IA",1,-90.6645718,42.5005583,"698 Central Ave, Dubuque, IA 52001, USA"
"897","Dubuque, Iowa",1,-90.6645718,42.5005583,"698 Central Ave, Dubuque, IA 52001, USA"
"898","Duluth, MN",3,-92.1004852,46.7866719,"100 W 1st St, Duluth, MN 55802, USA"
"899","Dumfries",1,-3.60512,55.070859,"3 Montague St, Dumfries DG1 1HE, UK"
"900","Duncan, Ok",1,-97.9578128,34.5023028,"829 W Main St, Duncan, OK 73533, USA"
"901","Duncan, OK",1,-97.9578128,34.5023028,"829 W Main St, Duncan, OK 73533, USA"
"902","dunder mifflin",1,-75.662732,41.4137004,"215 Vine St, Scranton, PA 18503, USA"
"903","Dunedin, FL",2,-82.7717684,28.0197404,"Traveling Instructor, Dunedin, FL 34698, United States"
"904","Dunwoody, GA",1,-84.3346473,33.9462125,"1594 Mt Vernon Rd, Dunwoody, GA 30338, USA"
"905","Durango, México",1,-104.6587821,24.5592665,"carretera frensnillo durango km 726, Dgo., Mexico"
"906","Durant, OK",1,-96.3971233,33.9924186,"127 Foote, Durant, OK 74701, USA"
"907","Durham",2,-78.898619,35.9940329,"201 E Main St, Durham, NC 27701, USA"
"908","Durham, NC",12,-78.898619,35.9940329,"201 E Main St, Durham, NC 27701, USA"
"909","Durham, North Carolina",1,-78.898619,35.9940329,"201 E Main St, Durham, NC 27701, USA"
"910","Dwight,IL",1,-88.4250597,41.0944767,"210 E Mazon Ave, Dwight, IL 60420, USA"
"911","Dyckman, NY",1,-73.9266358,40.8645387,"186 Dyckman St, New York, NY 10040, USA"
"912","E-block",1,-79.392494,43.637822,"10 Lower Spadina Ave, Toronto, ON M5V 2Z2, Canada"
"913","Eagle Pass, TX",1,-100.4995214,28.7091433,"336 N Ceylon St, Eagle Pass, TX 78852, USA"
"914","Eagle, ID",1,-116.3540138,43.6954424,"25 N Eagle Rd, Eagle, ID 83616, USA"
"915","earth",2,-95.7243335,37.2321077,"800 N 21st St, Independence, KS 67301, USA"
"916","Earth",39,-95.7243335,37.2321077,"800 N 21st St, Independence, KS 67301, USA"
"917","earth ",1,-95.7243335,37.2321077,"800 N 21st St, Independence, KS 67301, USA"
"918","Earth ",3,-95.7243335,37.2321077,"800 N 21st St, Independence, KS 67301, USA"
"919","EARTH ",1,-95.7243335,37.2321077,"800 N 21st St, Independence, KS 67301, USA"
"920","earth.",1,-95.7243335,37.2321077,"800 N 21st St, Independence, KS 67301, USA"
"921","Earth.",4,-95.7243335,37.2321077,"800 N 21st St, Independence, KS 67301, USA"
"922","East",1,-95.6915734,37.2237833,"1210 E Main St, Independence, KS 67301, USA"
"923","East Alton, IL",1,-90.1112184,38.8803256,"220 W St Louis Ave, East Alton, IL 62024, USA"
"924","East Bay, CA",1,-122.2913078,37.8271784,"3768 Beach St, Oakland, CA 94608, USA"
"925","east brunswick, nj usa",1,-74.4049778,40.4316955,"26 Brookhill Rd, East Brunswick, NJ 08816, USA"
"926","east carolina university",1,-77.3645653,35.6055108,"Science and Technology Bldg, Greenville, NC 27858, USA"
"927","East Carolina University",3,-77.3645653,35.6055108,"Science and Technology Bldg, Greenville, NC 27858, USA"
"928","East Central Illinois",2,-87.9932055,40.7686324,"210 N Central St, Gilman, IL 60938, USA"
"929","East Central Iowa",1,-93.097702,41.8780025,"3291 Hart Ave, Melbourne, IA 50162, USA"
"930","East Charleston, VT",1,-71.9895411,44.8381043,"5 Mill St, East Charleston, VT 05833, USA"
"931","East Coast, USA",1,-73.6742323,40.7422572,"1807 Gilford Ave, New Hyde Park, NY 11040, USA"
"932","East Hampton, NY",1,-72.1848009,40.9634335,"14 Main St, East Hampton, NY 11937, USA"
"933","East Hanover ,Nj",1,-74.3647247,40.8200623,"40 Deforest Ave, East Hanover, NJ 07936, USA"
"934","East Islip, NY",1,-73.1856703,40.7320429,"92 meadow farm Rd, East Islip, NY 11730, USA"
"935","East Lansing, MI",3,-84.4838654,42.7369792,"415 Abbot Rd, East Lansing, MI 48823, USA"
"936","East Longmeadow, MA",1,-72.5125863,42.0645396,"49 Merriam St, East Longmeadow, MA 01028, USA"
"937","East Olympia, WA",1,-122.8356906,46.9675972,"8240 Rich Rd SE, Olympia, WA 98501, USA"
"938","East Point, GA",1,-84.4393724,33.6795531,"muneshwara temple circle hospital road muneshwara layout, East Point, GA 30344, United States"
"939","East Side",1,-95.6116818,36.9873679,"51 RR 1, South Coffeyville, OK 74072, USA"
"940","East Syracuse, NY",1,-76.0785332,43.0653446,"506 W Manlius St, East Syracuse, NY 13057, USA"
"941","East Tennessee",1,-86.5804473,35.5174913,"Shelbyville, TN 37160, USA"
"942","East Texas",1,-99.9018131,31.9685988,"Froste Ln, Winters, TX 79567, USA"
"943","East Village",1,-73.9815337,40.7264773,"144 Avenue A, New York, NY 10009, USA"
"944","East Windsor, NJ",1,-74.5402506,40.2677539,"51 Geraldine Rd, East Windsor, NJ 08520, USA"
"945","Eastern Iowa",1,-91.7069754,41.8863861,"The Eastern Iowa Airport, 2121 Arthur Collins Pkwy SW, Cedar Rapids, IA 52404, USA"
"946","Eastern Massachusetts",1,-71.072643,42.351122,"211 Berkeley St, Boston, MA 02116, USA"
"947","Eastern NC",1,-77.3677008,35.5885505,"1901 S Charles Blvd, Greenville, NC 27858, USA"
"948","Eastern North Carolina",2,-77.8907839,35.7273509,"1311 US-301, Wilson, NC 27893, USA"
"949","Eastern Washington",2,-117.5860889,47.4905928,"526 5th St, Cheney, WA 99004, USA"
"950","Eastern Washington University ",1,-117.5860889,47.4905928,"526 5th St, Cheney, WA 99004, USA"
"951","Easton, MD",3,-76.0763305,38.7742826,"982 Glenwood Ave, Easton, MD 21601, USA"
"952","Easton, PA",1,-75.2207323,40.688432,"130 S 9th St, Easton, PA 18042, USA"
"953","Eau Claire, WI",3,-91.4984941,44.811349,"333 Gibson St, Eau Claire, WI 54701, USA"
"954","Eden, NC",2,-79.7667026,36.4884715,"706 S Hamilton St, Eden, NC 27288, USA"
"955","Edgewater, Maryland",1,-76.5629398,38.940564,"3075 Solomons Island Rd, Edgewater, MD 21037, USA"
"956","Edina, MN",1,-93.3499489,44.8896866,"MN-100, Edina, MN 55435, USA"
"957","Edison, NJ",1,-74.4120953,40.5187154,"404 Plainfield Ave, Edison, NJ 08817, USA"
"958","Edmond, OK",4,-97.4780954,35.6528323,"200 S Blvd, Edmond, OK 73034, USA"
"959","Edmonds, WA",1,-122.3773551,47.8106521,"425 Main St, Edmonds, WA 98020, USA"
"960","Edmonton",1,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"961","Edmonton Alberta Canada",1,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"962","Edmonton Canada",1,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"963","Edmonton, Alberta",11,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"964","Edmonton, Alberta, Canada",5,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"965","edmonton,alberta",1,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"966","El Dorado, AR",1,-92.6662674,33.20763,"469599 Barton St, El Dorado, AR 71730, USA"
"967","El Monte, CA",1,-118.0275667,34.0686206,"3400 Peck Rd, El Monte, CA 91731, USA"
"968","El Paso",1,-106.4850217,31.7618778,"300 N Campbell St, El Paso, TX 79901, USA"
"969","El Paso, Texas",1,-106.4850217,31.7618778,"300 N Campbell St, El Paso, TX 79901, USA"
"970","El Paso, TX",9,-106.4850217,31.7618778,"300 N Campbell St, El Paso, TX 79901, USA"
"971","El Segundo, CA",1,-118.4164652,33.9191799,"113 W Grand Ave, El Segundo, CA 90245, USA"
"972","Elburn, IL",1,-88.4723014,41.8922499,"1 S Main St, Elburn, IL 60119, USA"
"973","Eldersburg,Maryland",1,-76.9502567,39.4037147,"1305 Liberty Rd, Eldersburg, MD 21784, USA"
"974","Elgin, IL",3,-88.2825668,42.0354084,"113 S Grove Ave, Elgin, IL 60120, USA"
"975","Elizabeth, NJ",1,-74.2107006,40.6639916,"1089 E Jersey St, Elizabeth, NJ 07201, USA"
"976","Elizabethtown, KY",2,-85.8649408,37.7030646,"222 N Mantle Ave, Elizabethtown, KY 42701, USA"
"977","Elk River, Minnesota",1,-93.5691122,45.3377283,"20463 Proctor Rd NW, Elk River, MN 55330, USA"
"978","Elko, NV",1,-115.7631232,40.8324211,"397 5th St, Elko, NV 89801, USA"
"979","Elkton MD",1,-75.8332718,39.6067789,"9 S Bridge St, Elkton, MD 21921, USA"
"980","Elkton, MD",1,-75.8332718,39.6067789,"9 S Bridge St, Elkton, MD 21921, USA"
"981","Ellensburg, WA",2,-120.5478474,46.9965144,"880 emerson Rd, Ellensburg, WA 98926, USA"
"982","Elmhurst, IL",1,-87.9403418,41.8994744,"107 W Park Ave, Elmhurst, IL 60126, USA"
"983","Elmwood, IL",1,-89.9665017,40.7778151,"106 W Main St, Elmwood, IL 61529, USA"
"984","elton, louisiana",1,-92.6956982,30.4813125,"3955 US-190, Elton, LA 70532, USA"
"985","Elysium",1,-97.7365961,30.2677199,"705 Red River St, Austin, TX 78701, USA"
"986","Emerald Isle, NC",1,-76.9507762,34.6779399,"6800 Emerald Dr, Emerald Isle, NC 28594, USA"
"987","Emporium, PA",1,-78.2352872,41.5114521,"105 E 4th St, Emporium, PA 15834, USA"
"988","En Texas",1,-98.2905789,26.1648258,"3805 Plantation Grove Blvd, Mission, TX 78572, USA"
"989","Encinitas, CA",2,-117.2919818,33.0369867,"1163 S Coast Hwy 101, Encinitas, CA 92024, USA"
"990","Encino, CA.",1,-118.5214282,34.1517492,"4455 Alonzo Ave, Encino, CA 91316, USA"
"991","Encino, California",1,-118.5214282,34.1517492,"4455 Alonzo Ave, Encino, CA 91316, USA"
"992","Englewood, NJ",1,-73.9726381,40.8928771,"1 Engle St, Englewood, NJ 07631, USA"
"993","Enumclaw, WA",1,-121.9915003,47.2042681,"1340 Griffin Ave, Enumclaw, WA 98022, USA"
"994","Erie, CO",1,-105.0499817,40.0502623,"575 Holbrook St, Erie, CO 80516, USA"
"995","Erie, PA",8,-80.085059,42.1292241,"600 State St, Erie, PA 16507, USA"
"996","Erie, Pa.",1,-80.085059,42.1292241,"600 State St, Erie, PA 16507, USA"
"997","Erieau",1,-81.9156736,42.2600092,"1050 Mariners Rd, Blenheim, ON N0P 1A0, Canada"
"998","Erin, Ontario",1,-80.0687097,43.7758018,"9 Dundas St E, Erin, ON N0B 1T0, Canada"
"999","Escanaba, Michigan",1,-87.0645801,45.7452466,"1221 Ludington St, Escanaba, MI 49829, USA"
"1000","Escondido, California",1,-117.086421,33.1192068,"970 W Valley Parkway #1006, Escondido, CA 92025, United States"
"1001","Espanola, NM",1,-106.0818233,35.9910383,"101 Calle de las Españolas, Española, NM 87532, USA"
"1002","Essex",7,0.4690888,51.7343313,"Victoria Road South, Chelmsford CM1 1QZ, UK"
"1003","Estados Unidos",3,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"1005","Etats-Unis",2,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"1006","Eugene Oregon",2,-123.0867536,44.0520691,"&, Mill Street, Coburg Rd, Eugene, OR 97401, United States"
"1007","Eugene, OR",3,-123.0867536,44.0520691,"&, Mill Street, Coburg Rd, Eugene, OR 97401, United States"
"1008","Eugene, OR, USA",1,-123.0867536,44.0520691,"&, Mill Street, Coburg Rd, Eugene, OR 97401, United States"
"1009","Euless",1,-97.0819541,32.8370727,"100 TX-10, Euless, TX 76040, USA"
"1010","Eunice, LA",1,-92.4176324,30.4943669,"301 W Laurel Ave, Eunice, LA 70535, USA"
"1011","Evanston, IL",1,-87.6876969,42.0450722,"1511 Ridge Ave, Evanston, IL 60201, USA"
"1012","Evansville, IN",8,-87.5710898,37.9715592,"2 SE 4th St, Evansville, IN 47708, USA"
"1013","Evansville, Indiana",1,-87.5710898,37.9715592,"2 SE 4th St, Evansville, IN 47708, USA"
"1014","Everywhere, USA",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"1015","Ewing, NJ ",1,-74.7909125,40.2599864,"45 Rutledge Ave, Ewing Township, NJ 08618, USA"
"1016","Exeter, NH",2,-70.9477546,42.9814292,"130 Water St, Exeter, NH 03833, USA"
"1017","fabulous Las Vegas, NV",1,-115.1727871,36.0820594,"5100 S Las Vegas Blvd, Las Vegas, NV 89119, USA"
"1018","Fairfield, CA",1,-122.0399663,38.2493581,"580 Texas St, Fairfield, CA 94533, USA"
"1019","Fairfield, Connecticut",1,-73.2612615,41.1408363,"1675 Post Rd, Fairfield, CT 06824, USA"
"1020","Fairfield, CT",1,-73.2612615,41.1408363,"1675 Post Rd, Fairfield, CT 06824, USA"
"1021","Fairmont, WV",1,-80.1425781,39.4850848,"301 Adams St, Fairmont, WV 26554, USA"
"1022","Fairview, TN",1,-87.1213953,35.9820074,"7502 Old Nashville Rd, Fairview, TN 37062, USA"
"1023","Fall River, MA",3,-71.1550451,41.7014912,"20 S Main St, Fall River, MA 02721, USA"
"1024","Fallbrook, CA",1,-117.2511466,33.3764196,"456 ammunition CRC 13, Fallbrook, CA 92028, United States"
"1025","Falls Church, VA",1,-77.1710914,38.882334,"100 W Broad St, Falls Church, VA 22046, USA"
"1026","Far away ",1,-83.036027,29.135971,"847 3rd St, Cedar Key, FL 32625, USA"
"1027","Fargo, ND",3,-96.7898034,46.8771863,"631 1st Ave N, Fargo, ND 58102, USA"
"1028","Fargo, ND USA",1,-96.7898034,46.8771863,"631 1st Ave N, Fargo, ND 58102, USA"
"1029","Farmerville, LA",1,-92.4056985,32.7734728,"114 S Main St, Farmerville, LA 71241, USA"
"1030","Farmingdale ",1,-73.4454009,40.7325997,"283 Main St, Farmingdale, NY 11735, USA"
"1031","Farmingdale, NY",1,-73.4454009,40.7325997,"283 Main St, Farmingdale, NY 11735, USA"
"1032","Farmington Hills, MI",1,-83.3677168,42.4989936,"32224 West 12 Mile Road, Farmington Hills, MI 48334, USA"
"1033","Farmington, CT",1,-72.795027,41.7360305,"Farmington Ave and Main Rd, Farmington, CT 06032, USA"
"1034","Fayetteville, GA",1,-84.4549262,33.4487257,"150 E Lanier Ave, Fayetteville, GA 30214, USA"
"1035","Fayetteville, NC",5,-78.8783585,35.0526641,"12 Market Square, Fayetteville, NC 28301, USA"
"1036","Federal Way WA",1,-122.3126222,47.3223221,"1657 S 312th St, Federal Way, WA 98003, USA"
"1037","Fenton, MI",1,-83.7049498,42.7978061,"102 W Silver Lake Rd, Fenton, MI 48430, USA"
"1038","Ferndale, NY",2,-74.7386296,41.7733087,"12 Station Hill Rd, Ferndale, NY 12734, USA"
"1039","ffc",5,-87.6529168,41.9107382,"939 W North Ave, Chicago, IL 60642, USA"
"1041","finland",1,25.7481511,61.92411,"Lehmustie 104, 41880 Jyväskylä, Finland"
"1042","Finland",10,25.7481511,61.92411,"Lehmustie 104, 41880 Jyväskylä, Finland"
"1043","First State",1,-94.8677189,36.933645,"101 N Mickey Mantle Blvd, Commerce, OK 74339, USA"
"1044","Fishers, IN",4,-86.01335,39.9567548,"8799 E 116th St, Fishers, IN 46038, USA"
"1045","Fishersville, VA",1,-78.9691923,38.0990233,"Augusta Products, Fishersville, VA 22939, United States"
"1046","Fitchburg, MA",1,-71.8022955,42.5834228,"610 Main Street, Fitchburg, MA 01420, USA"
"1047","FL",2,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1048","Flagstaff, AZ",1,-111.651302,35.1982836,"122 US-180, Flagstaff, AZ 86001, USA"
"1050","Flint, MI",2,-83.6874562,43.0125274,"815 Saginaw St, Flint, MI 48502, USA"
"1051","Flint, TX",1,-95.3485635,32.2040437,"10839 FM 346, Flint, TX 75762, USA"
"1052","Florence, AL",4,-87.677251,34.79981,"116 W Tennessee St, Florence, AL 35630, USA"
"1053","Florence, SC",2,-79.7625625,34.1954331,"226 E Cheves St, Florence, SC 29506, USA"
"1054","florida",2,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1055","Florida",19,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1056","Florida ",3,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1057","Florida State University ",1,-84.2984889,30.4418778,"State University, 960 Learning Way, Tallahassee, FL 32306, USA"
"1058","Florida USA",1,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1059","Florida, USA",86,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1060","Florissant MO",1,-90.322614,38.789217,"420 N New Florissant Rd, Florissant, MO 63031, USA"
"1061","flower city",1,-119.809199,36.82259,"5785 N Palm Ave, Fresno, CA 93704, USA"
"1062","Flower Mound, TX",2,-97.0969552,33.0145673,"2200 Whispering Oaks, Flower Mound, TX 75022, USA"
"1063","Flyover country, USA",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
